Student ID,Hardness of Skill Tested,Number of Hard Questions,Number of Medium Questions,Number of Easy Questions,Percentage of Hard Questions Correct,Percentage of Medium Questions Correct,Percentage of Easy Questions Correct,Accuracy on Hard Questions,Accuracy on Medium Questions,Accuracy on Easy Questions,Percentage of Time Left on Clock,Total Questions,Weighted Score,Passed
229693.0,2.0,2.0,10.0,20.0,22.28046658,48.12290043,74.74456877,16.10375323,52.81879939,65.98495217,33.9842937,32.0,490.6001188522764,0
426450.0,2.0,2.0,8.0,15.0,32.57255544,47.47152608,75.36294459,100.0,0.0,100.0,19.51263636,25.0,864.2645056944,1
256050.0,2.0,2.0,5.0,16.0,30.0934886,61.07014979,79.86724417,9.580588863,31.42343242,39.25635776,20.21823988,23.0,465.45680842766205,0
561139.0,2.0,1.0,5.0,19.0,47.36273494,44.96308231,76.22135193,4.535654569,14.87652135,18.58479483,9.571744848,25.0,184.40474550285947,0
150332.0,3.0,1.0,10.0,17.0,47.95615546,42.50416033,72.39382115,10.6994156,35.09307912,43.84073803,22.57933769,28.0,555.6460385527602,0
210251.0,3.0,2.0,7.0,17.0,36.39909976,51.43017521,75.14048173,14.85380552,48.71908822,60.86330517,31.34648689,26.0,880.3896105324576,1
968636.0,1.0,3.0,6.0,20.0,31.87499637,47.3936759,73.45277664,12.04374621,39.50235736,49.34911795,25.41632392,29.0,203.6655983039012,0
481608.0,2.0,1.0,7.0,17.0,45.94892991,52.88638086,74.32763876,17.99443707,59.02006498,73.73200849,37.9742676,25.0,755.7996790806029,1
581050.0,3.0,2.0,7.0,19.0,37.42532012,53.35963477,74.16084402,13.90264881,45.59938344,56.96595095,29.33922879,28.0,770.1321722260385,1
717809.0,2.0,2.0,8.0,18.0,38.12869725,40.39421186,79.24821652,14.73964562,48.34465445,60.39553621,31.1055714,28.0,522.6170725486172,0
998998.0,1.0,1.0,7.0,16.0,21.78428715,41.78096884,73.61898794,12.80537899,42.0004414,52.4698999,27.02362327,24.0,246.8158224001454,0
470636.0,3.0,1.0,6.0,20.0,15.10615475,52.07372873,76.76795187,14.62484295,47.96811248,59.92513355,30.86329946,27.0,814.3801280474648,1
400049.0,2.0,1.0,7.0,20.0,43.7774194,50.29456495,74.37552653,10.87268755,35.66139487,44.55071796,22.94499934,28.0,399.60772490091773,0
978521.0,1.0,3.0,7.0,16.0,43.00088349,46.58863165,71.6711408,100.0,0.0,0.0,29.79138308,26.0,166.53383584923074,0
726434.0,2.0,1.0,9.0,20.0,38.90596203,47.37054801,74.5314499,14.06983819,46.14774894,57.65100763,29.69205419,30.0,469.67359740392953,0
689514.0,2.0,2.0,9.0,15.0,27.90177864,47.2782468,73.52353482,7.653493484,25.10274042,31.36010558,16.15142549,26.0,285.70316655856556,0
133343.0,2.0,1.0,10.0,17.0,38.91972292,45.88390147,71.76548345,9.655618055,31.66952113,39.56378905,20.37657652,28.0,334.1727073571442,0
101705.0,3.0,2.0,8.0,19.0,39.2163176,50.92082727,76.9238431,100.0,100.0,100.0,36.2490311,29.0,1729.4670835206896,1
616674.0,3.0,2.0,6.0,17.0,44.93190604,50.9927096,78.98681947,10.4734887,34.3520601,42.91500505,22.10255654,25.0,674.3262852366726,1
633526.0,3.0,2.0,10.0,15.0,25.0859669,50.25454377,76.93471872,100.0,0.0,0.0,23.95540342,27.0,279.6202027192592,0
405407.0,3.0,3.0,9.0,18.0,24.70651369,47.33090652,74.61415824,14.38218792,47.17222673,58.93085721,30.35121635,30.0,699.523135363796,1
369117.0,3.0,2.0,6.0,15.0,27.6129157,50.5778598,77.0747599,11.60485749,38.06284356,47.55077625,24.49012226,23.0,772.0055417429916,1
959042.0,2.0,2.0,9.0,15.0,13.82354295,44.11899793,79.69159773,10.5058686,34.45826311,43.04768131,22.17088892,26.0,392.85510086664624,0
679099.0,3.0,2.0,10.0,15.0,40.89106644,46.07079108,75.40775433,18.24517275,59.84245448,74.75939518,38.50340357,27.0,1017.0362625157235,1
340572.0,2.0,2.0,5.0,17.0,18.89695688,46.2144546,73.87914168,17.541859,57.53565138,71.8775748,37.01917683,24.0,693.2691351982895,1
173243.0,2.0,1.0,6.0,20.0,29.66646777,39.55227224,76.67352307,16.4798866,54.05248156,67.52615454,34.77806065,27.0,579.381902878291,0
717899.0,2.0,2.0,9.0,18.0,22.07167104,44.91989414,75.04476448,0.0,100.0,0.0,10.09996311,29.0,310.14064796931035,0
590640.0,2.0,2.0,6.0,15.0,42.27407131,51.04944627,76.59332784,11.66708163,38.26693289,47.80573897,24.62143596,23.0,532.2288809421422,0
506040.0,1.0,3.0,7.0,17.0,35.33553699,49.3298974,77.98469875,7.55937453,24.79403908,30.9744542,15.95280309,27.0,145.2477127813608,0
567030.0,3.0,2.0,8.0,15.0,14.16217779,47.62655126,74.70298929,11.96624449,39.248159,49.03155551,25.25276943,25.0,685.1932673238828,1
121097.0,3.0,3.0,8.0,15.0,36.82460468,53.67557501,73.31012062,9.599572072,31.48569556,39.33414125,20.25830079,26.0,569.2911538699605,0
795762.0,1.0,2.0,7.0,16.0,25.38123501,49.28377276,75.57269942,13.10474251,42.98232567,53.69653865,27.65538021,25.0,261.46373903637215,0
523461.0,1.0,3.0,5.0,17.0,46.72050825,50.82955595,73.77677556,14.02571623,46.00303304,57.47021837,29.59894212,25.0,290.52674707199725,0
665463.0,3.0,3.0,9.0,18.0,24.80797861,57.82025804,75.26316009,15.28293678,50.12659847,62.62166579,32.25209706,30.0,800.1326783414338,1
778273.0,3.0,2.0,5.0,18.0,13.68402917,50.90805429,74.34216564,9.973458799,32.71200894,40.86613801,21.04732656,25.0,581.6249765652377,0
845524.0,2.0,1.0,5.0,20.0,35.7883512,51.8757875,76.68983642,8.406533975,27.57264256,34.44568073,17.74059225,26.0,337.05480409325344,0
364455.0,2.0,1.0,7.0,19.0,18.66324973,44.649484,73.60436087,6.567479815,21.54071749,26.91017649,13.85957421,27.0,227.55470854464474,0
557552.0,2.0,1.0,8.0,20.0,42.47151248,53.70382519,76.32882151,6.571439189,21.55370387,26.92639998,13.86792981,29.0,241.2972171892392,0
969670.0,2.0,3.0,10.0,18.0,13.67368536,54.18940804,72.97708758,7.081074573,23.2252601,29.01462537,14.94343055,31.0,224.53303574956837,0
581230.0,3.0,1.0,10.0,18.0,26.18053784,54.74254845,74.56169446,6.024709215,19.76048086,24.68617991,12.7141471,29.0,319.07075806753403,0
356518.0,2.0,1.0,6.0,18.0,33.82608069,43.05552049,76.93065119,100.0,100.0,100.0,23.80839822,25.0,1231.4503548888001,1
341954.0,1.0,1.0,8.0,20.0,19.22932201,50.65128809,75.56685314,14.00874494,45.94736882,57.40067871,29.56312705,29.0,240.13185750866953,0
434728.0,2.0,1.0,10.0,19.0,17.58489742,47.59560405,75.44055592,10.8214404,35.49330902,44.34073332,22.83685074,30.0,349.0751599228082,0
773728.0,2.0,3.0,7.0,18.0,20.75593418,57.27480478,72.16567198,6.644036827,21.79181731,27.223868,14.02113505,28.0,239.83318349587154,0
207279.0,3.0,1.0,7.0,20.0,43.52963087,50.38847093,77.40166473,6.566549636,21.5376666,26.90636509,13.85761122,28.0,370.5328095704894,0
572954.0,3.0,1.0,9.0,18.0,25.59439858,48.5716234,77.66637069,1.261501031,1.750728072,2.079283437,0.833333333,28.0,29.902632937582815,0
931878.0,2.0,2.0,6.0,18.0,27.59216022,44.02746251,77.33482235,19.17657196,62.89735647,78.5757932,40.46896673,26.0,722.7087339576192,1
461128.0,1.0,1.0,6.0,20.0,34.3337461,47.2360248,79.29922911,12.6440653,41.47134766,51.80891886,26.68319756,27.0,241.7833429044349,0
112155.0,3.0,2.0,9.0,19.0,31.92913842,51.48248487,76.77562605,8.200027658,26.89532122,33.59952336,17.304795,30.0,423.185049186815,0
349368.0,1.0,1.0,7.0,17.0,48.32009776,50.11005838,74.33327343,12.45911533,40.86472911,51.05108838,26.2928914,25.0,258.83388139933345,0
495747.0,2.0,3.0,5.0,20.0,31.5513574,41.38140134,75.7097389,12.69876579,41.65076014,52.03305352,26.79863385,28.0,434.07416661018027,0
203658.0,1.0,3.0,10.0,17.0,32.77261491,52.1092208,74.56338422,12.32425089,40.42238641,50.49848283,26.00828243,30.0,210.05410157947225,0
253817.0,1.0,1.0,10.0,20.0,13.25738813,49.04765874,78.46160756,13.09361969,42.94584387,53.65096304,27.63190736,31.0,210.2307421714376,0
589646.0,2.0,3.0,8.0,20.0,36.86600862,50.56205131,72.57283576,9.330341884,30.60264581,38.2309735,19.69013524,31.0,301.65678970132126,0
788910.0,3.0,3.0,7.0,18.0,33.81025187,56.22624289,76.49117491,9.116961699,29.90277883,37.35665054,19.23983184,28.0,520.0108976465087,0
310204.0,1.0,1.0,5.0,15.0,36.43253422,46.44101227,71.15047759,17.45409537,57.2477949,71.51796428,36.83396628,21.0,400.94827396640824,0
935004.0,2.0,3.0,5.0,19.0,42.60886004,56.63333094,74.64336935,16.55362461,54.29433532,67.82829524,34.93367246,27.0,656.3407010901666,1
357342.0,2.0,3.0,7.0,16.0,18.72973022,44.18029947,72.6242911,11.15798471,36.59714278,45.71971995,23.54707156,26.0,396.76881212486234,0
797511.0,1.0,2.0,7.0,17.0,20.21450218,53.0840684,72.78170209,7.074251288,23.20288037,28.98666704,14.92903115,26.0,134.58975972917474,0
379471.0,3.0,1.0,10.0,18.0,40.60406265,48.02038001,77.81303356,14.00998352,45.95143123,57.40575376,29.56574085,29.0,750.2315719710523,1
190352.0,1.0,3.0,10.0,15.0,26.05055651,48.84456173,72.85125779,14.5416047,47.69509881,59.58406571,30.68763896,28.0,252.854459400087,0
913993.0,2.0,3.0,9.0,16.0,38.72321028,47.37018754,72.1780943,10.80779417,35.44855065,44.28481802,22.80805263,28.0,378.9653411457469,0
551937.0,3.0,2.0,8.0,19.0,24.27578061,52.96097776,73.81725962,19.26449109,63.18572299,78.9360409,40.65450545,29.0,998.7343402338573,1
579231.0,3.0,2.0,8.0,15.0,29.7228491,54.04238819,75.06965707,15.92434795,52.23036692,65.24984101,33.60568869,25.0,984.654700830389,1
445868.0,1.0,2.0,8.0,17.0,45.82751761,46.98155394,75.97685765,14.87157133,48.7773584,60.93610037,31.38397868,27.0,282.7511368137726,0
666358.0,1.0,1.0,5.0,16.0,47.28048472,38.29784691,79.75572097,11.29161721,37.03544482,46.26727762,23.82908072,22.0,257.5527316156297,0
492978.0,2.0,2.0,8.0,19.0,31.93489012,49.9576905,74.38021717,13.45453022,44.12959655,55.12978998,28.39354903,29.0,465.45132388210874,0
519526.0,1.0,1.0,5.0,19.0,40.95441682,40.91070103,76.67853063,6.773114999,22.2151816,27.7527644,14.29353308,25.0,133.14249423184683,0
763237.0,3.0,1.0,10.0,19.0,47.93643537,52.45130835,78.02708103,12.03377369,39.46964844,49.30825567,25.39527858,30.0,650.2935269011475,1
918295.0,1.0,2.0,7.0,20.0,36.85908933,53.60501435,75.0832399,14.09312828,46.22413826,57.74643852,29.74120405,29.0,253.89090930252115,0
159024.0,3.0,1.0,6.0,18.0,47.59626231,45.62636829,78.27174032,15.74595497,51.64525468,64.51887773,33.22921997,25.0,980.0298316333383,1
444797.0,3.0,1.0,8.0,15.0,49.77447391,50.05819,81.85247987,9.671776847,31.72252045,39.62999952,20.41067696,24.0,664.9996071556131,1
570971.0,2.0,1.0,5.0,16.0,38.71615144,49.65036871,76.63530588,13.69620142,44.92225541,56.12003508,28.90355591,22.0,643.2635077298078,1
125404.0,3.0,1.0,9.0,15.0,39.43259963,57.82420774,76.70332661,6.431547284,21.09487155,26.35319444,13.5727112,25.0,419.917053746643,0
842536.0,2.0,3.0,9.0,15.0,28.25672156,43.11951777,78.68272143,8.275579837,27.14312528,33.90909759,17.46423531,27.0,302.29862409760074,0
961404.0,2.0,2.0,7.0,16.0,22.68417031,46.81335532,71.6740437,18.987369,62.27678852,77.80053615,40.06968534,25.0,715.392960950288,1
754505.0,1.0,3.0,7.0,20.0,31.51080338,39.79948116,77.49308825,2.169541826,7.115893596,8.889673828,4.578457305,30.0,34.8346538262086,0
153456.0,2.0,2.0,10.0,16.0,34.93970405,54.78621796,74.79895148,11.37437954,37.3068975,46.60639537,24.00373686,28.0,424.2451890781916,0
257364.0,1.0,1.0,9.0,18.0,36.44505849,54.39089442,75.05415735,16.75523425,54.95559601,68.65438851,35.35913608,28.0,313.8530688107342,0
122128.0,2.0,3.0,5.0,15.0,36.36162146,47.07361807,76.83250078,3.629214882,11.90348424,14.87066816,7.658854598,23.0,159.88558772640243,0
766701.0,3.0,3.0,8.0,17.0,34.56324043,47.19338197,72.88837081,11.33803475,37.18768999,46.45747298,23.92703722,28.0,593.6868509874739,0
784039.0,3.0,2.0,6.0,18.0,32.02160968,53.83561815,76.33231089,8.943743464,29.33463927,36.64689072,18.87428355,26.0,538.762475080485,0
109306.0,1.0,3.0,5.0,17.0,29.29808842,47.34426076,76.09091478,12.88180543,42.25111296,52.78305641,27.18490856,25.0,256.85023758228294,0
746168.0,1.0,2.0,9.0,18.0,22.38456985,49.78862829,77.32200382,9.908775595,32.4998541,40.60109929,20.91082341,29.0,172.4205521553781,0
387746.0,2.0,1.0,7.0,17.0,20.4220006,54.74666433,75.02606929,15.56758513,51.06021834,63.78800927,32.85280007,25.0,633.2390296271267,0
377630.0,3.0,3.0,5.0,15.0,29.89943438,59.60440763,77.66283482,13.02663002,42.72612405,53.37647361,27.4905368,23.0,924.872080345547,1
551569.0,3.0,2.0,8.0,18.0,27.56580155,53.02676044,79.92306258,14.47164798,47.46564734,59.29741882,30.54000694,28.0,821.2803647616968,1
256214.0,2.0,2.0,5.0,20.0,35.67600516,55.29151531,77.35584086,8.170207211,26.79751295,33.47733441,17.2418639,27.0,323.8106471962753,0
451044.0,3.0,1.0,8.0,16.0,31.49149362,51.15736317,73.05059589,17.61410496,57.77261136,72.17360184,37.17163992,25.0,1055.3884923806686,1
611221.0,2.0,2.0,5.0,15.0,34.54321483,47.92822246,74.40429488,15.70466633,51.50983182,64.34969799,33.14208716,22.0,710.5208444985188,1
966406.0,1.0,1.0,8.0,20.0,28.81736507,55.33536282,71.39556166,12.60356834,41.33852142,51.64298299,26.59773545,29.0,219.46073183018592,0
288115.0,3.0,3.0,8.0,15.0,33.18878007,54.93895284,75.69620683,18.0429513,59.17918708,73.93079499,38.07664881,26.0,1091.4275856399743,1
459023.0,2.0,3.0,7.0,16.0,35.48296977,45.26220817,73.2621798,9.378058039,30.75915032,38.42648993,19.79083225,26.0,350.00709579037346,0
184323.0,3.0,2.0,5.0,15.0,32.69879029,51.78320184,76.15825027,9.908376097,32.49854379,40.59946235,20.90998034,22.0,696.2488053571786,1
818612.0,3.0,2.0,5.0,19.0,38.11332112,43.14069043,74.63480662,15.48976601,50.80497893,63.46914627,32.68857576,26.0,868.8498397445237,1
208791.0,2.0,1.0,5.0,15.0,49.66842155,40.8969838,72.74369369,0.0,0.0,0.0,28.95596055,21.0,1.3788552642857144,0
475076.0,1.0,2.0,10.0,18.0,31.86835695,55.36822008,72.18328319,9.20928748,30.20559873,37.73495441,19.43467005,30.0,156.97275563957947,0
355858.0,2.0,2.0,8.0,20.0,30.77403951,47.39804604,72.8553039,11.93599832,39.14895442,48.90762218,25.18893993,30.0,386.57846498821834,0
511228.0,1.0,3.0,7.0,16.0,33.12338781,49.16220378,76.9248754,12.51408,41.04500805,51.27630549,26.40888518,26.0,246.27707964622275,0
636706.0,2.0,2.0,10.0,18.0,32.52910376,53.19360653,74.37719675,11.14586584,36.55739403,45.67006301,23.5214967,30.0,381.0504447085371,0
956847.0,3.0,2.0,6.0,17.0,35.50529645,51.04125145,76.35394687,13.24250347,43.4341687,54.26101269,27.94610182,25.0,820.7365421878698,1
963116.0,3.0,2.0,9.0,16.0,32.60572416,50.2877251,78.11725471,10.30342421,33.79426453,42.21816766,21.7436637,27.0,593.4002818579722,0
344969.0,3.0,3.0,8.0,17.0,26.52456675,51.20539997,74.17573856,13.4617068,44.15313505,55.15919592,28.408694,28.0,719.880915124137,1
526874.0,3.0,2.0,10.0,16.0,25.08934068,52.05457937,75.18384635,14.44222639,47.36914728,59.17686418,30.47791756,28.0,780.7961297881766,1
785121.0,3.0,1.0,9.0,20.0,20.37018241,53.00578096,75.07718328,8.527563454,27.96960789,34.9415977,17.99600484,30.0,428.55743353241843,0
193911.0,1.0,3.0,9.0,18.0,31.45504274,51.02288765,74.32440938,7.089414415,23.252614,29.04879779,14.9610304,30.0,119.44697048190045,0
665202.0,3.0,2.0,5.0,20.0,34.75328991,54.75682389,77.06471681,16.03563312,52.59537184,65.70583079,33.84053755,27.0,945.7919935291294,1
130098.0,3.0,1.0,9.0,17.0,27.45115526,46.93624398,77.15847491,11.29318143,37.04057532,46.273687,23.83238175,27.0,625.2119557584509,0
827995.0,1.0,3.0,7.0,15.0,25.73989936,51.9453543,75.65275855,12.77357178,41.89611676,52.33957023,26.95649945,25.0,259.6675379859305,0
525079.0,3.0,3.0,9.0,18.0,40.67918975,49.20017499,76.28419171,100.0,100.0,100.0,22.63182015,30.0,1662.3899585049999,1
843331.0,1.0,1.0,10.0,20.0,21.51085666,44.92763181,75.72303033,19.63028529,64.38549363,80.43487862,41.42645329,31.0,304.74681327109573,0
670022.0,2.0,3.0,6.0,17.0,24.82265258,40.51788849,74.34347055,5.815247115,19.07346483,23.82791126,12.27211217,26.0,207.2886196163994,0
754042.0,3.0,3.0,9.0,15.0,40.36080742,53.52809144,75.28424714,10.8089836,35.45245188,44.28969171,22.81056273,27.0,630.6534454278253,0
961570.0,3.0,1.0,7.0,17.0,17.60019683,52.42975509,75.42479393,13.79200177,45.23647154,56.51257592,29.10572661,25.0,826.3956446278972,1
608586.0,2.0,2.0,9.0,18.0,35.49023086,49.12574685,75.5227482,13.43318055,44.05957162,55.04230992,28.34849409,29.0,469.81564138666533,0
129700.0,1.0,3.0,7.0,18.0,36.18080798,46.16354595,75.75642341,12.93894588,42.43852829,53.0171888,27.305494,28.0,231.10544870908544,0
704316.0,3.0,3.0,5.0,16.0,18.20392766,45.43188524,73.92714236,8.129089059,26.66264927,33.30885323,17.15509088,24.0,478.4328086512457,0
357538.0,1.0,3.0,9.0,17.0,27.14674536,47.68913359,77.79920871,12.73640166,41.77420225,52.18726608,26.87805809,29.0,221.54942855982253,0
260152.0,3.0,3.0,7.0,17.0,28.77634458,45.74440349,75.03478126,100.0,100.0,100.0,9.515806572,27.0,1662.0805409471113,1
527722.0,2.0,1.0,5.0,20.0,20.47600184,51.01000463,74.59375216,11.84857058,38.86219961,48.54938795,25.00443821,26.0,450.68888972327113,0
717559.0,1.0,2.0,8.0,15.0,21.23965107,47.99853257,73.9589713,13.21342496,43.33879392,54.14186382,27.88473646,25.0,255.72033343822218,0
412424.0,1.0,3.0,8.0,16.0,22.33303639,45.98928195,74.96022884,16.23341489,53.2440775,66.51623943,34.25792309,27.0,290.05662185653773,0
563135.0,3.0,1.0,9.0,15.0,10.30852607,49.295939,75.97022158,14.56241395,47.76335121,59.6693314,30.73155343,25.0,845.7590940793473,1
499782.0,2.0,1.0,7.0,19.0,10.67951563,50.65068159,76.37847453,10.73070188,35.19569517,43.96893321,22.64536217,27.0,390.1398054977006,0
748051.0,1.0,1.0,7.0,17.0,49.60128463,53.62345431,73.07474884,11.57915287,37.97853482,47.44545186,24.43587694,25.0,244.095257566799,0
262263.0,3.0,2.0,5.0,19.0,39.98658986,54.09146012,77.06599926,6.431516003,21.09476895,26.35306626,13.57264519,26.0,396.19278991670205,0
729517.0,3.0,2.0,9.0,16.0,31.23123764,46.29950067,73.77211456,100.0,0.0,100.0,17.31183781,27.0,1167.3450925114817,1
245808.0,3.0,2.0,5.0,20.0,27.26478362,45.34969237,75.30770605,18.02696556,59.12675537,73.8652936,38.04291357,27.0,972.0209190111204,1
690692.0,2.0,1.0,10.0,17.0,47.16655881,53.5306146,76.35682386,13.94600545,45.74158917,57.14360433,29.43072578,28.0,534.5985686224394,0
924905.0,2.0,2.0,7.0,17.0,41.91791722,47.9773836,76.77393658,14.84429385,48.68789083,60.8243312,31.32641409,26.0,587.9650806872463,0
594230.0,1.0,1.0,7.0,19.0,27.74288713,46.44023726,74.77539884,13.07303329,42.87832242,53.5666105,27.58846319,27.0,236.556158568193,0
962477.0,1.0,2.0,9.0,18.0,43.4074602,53.92523309,73.51147697,100.0,100.0,0.0,9.989259003,29.0,335.974434069069,0
476607.0,1.0,2.0,9.0,17.0,35.30589148,53.41764511,72.90333367,13.06830972,42.86282953,53.54725569,27.57849486,28.0,238.65613159236406,0
728435.0,2.0,1.0,10.0,19.0,45.47024712,43.35942532,75.20560291,7.40861973,24.29957748,30.35673806,15.63466015,30.0,245.42010688340434,0
943463.0,3.0,3.0,9.0,16.0,26.89312859,44.05604063,78.28030279,0.0,0.0,100.0,39.63348677,28.0,840.1330115632143,1
452673.0,2.0,1.0,10.0,18.0,32.41068739,46.85561734,75.43156544,6.223104462,20.41119865,25.49910226,13.13282729,29.0,212.9708980096388,0
230412.0,2.0,3.0,6.0,18.0,30.33452129,49.1426811,75.53987155,15.61215238,51.20639474,63.97062309,32.94685185,27.0,580.6527979895878,0
784170.0,2.0,2.0,5.0,16.0,39.55511111,59.79294972,73.65598996,2.906787057,9.533988772,11.91052808,6.134290788,23.0,136.121085074849,0
846772.0,3.0,3.0,7.0,16.0,25.634705,47.91888378,73.93443721,18.19083722,59.66423903,74.53675593,38.38873746,26.0,1021.0372879271667,1
538455.0,2.0,2.0,6.0,17.0,28.64961614,44.7918303,75.51886507,17.24440406,56.56002708,70.65875644,36.39144763,25.0,670.539000722734,1
510475.0,1.0,2.0,8.0,15.0,36.43156685,58.0481057,74.59486249,6.985893899,22.91307643,28.62462361,14.74256757,25.0,149.38240690780808,0
128140.0,1.0,1.0,9.0,17.0,43.13780781,59.59727722,71.9392244,9.564215075,31.36972793,39.18926634,20.18368573,27.0,189.68736127976553,0
611681.0,2.0,3.0,7.0,18.0,37.11828571,38.63829791,72.94284916,8.126762435,26.65501816,33.29931992,17.15018093,28.0,269.21988449587917,0
444224.0,2.0,2.0,5.0,20.0,27.40268059,49.14819926,71.47143573,10.70257647,35.10344648,43.85368967,22.58600818,27.0,382.52812101274185,0
120390.0,1.0,3.0,6.0,15.0,27.17469373,55.79587877,73.53123331,9.759589005,32.01053609,39.98980887,20.59598992,24.0,208.84857454767405,0
